Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
"RwanSantos FC, 21, Forward","243RwanSantos FC, 21, Forward",  ,2(9),364.0,0.4,0.3,0.9,-,-,0.4,0.1,-,6.52,"243RwanSantos FC, 21, Forward",  ,2(9),364.0,2,-,1.3,0.6,0.9,1,0.2,0.6,2.2,6.52,"243RwanSantos FC, 21, Forward",  ,2(9),364.0,-,0.6,8.9,73.5,-,0.4,-,6.52
"HérculesFortaleza, 21, M(C)","244HérculesFortaleza, 21, M(C)",  ,7(8),713.0,1,0.3,0.6,-,0.3,0.5,0.1,-,6.52,"244HérculesFortaleza, 21, M(C)",  ,7(8),713.0,2,-,1.3,0.5,1.1,0.3,0.1,0.8,1,6.52,"244HérculesFortaleza, 21, M(C)",  ,7(8),713.0,-,0.5,21.2,82.1,0.1,1.3,0.1,6.52
"Luiz FernandoAtletico GO, 25, AM(CLR)","245Luiz FernandoAtletico GO, 25, AM(CLR)",  ,10(6),757.0,0.6,0.4,0.7,-,0.6,0.1,0.1,-,6.52,"245Luiz FernandoAtletico GO, 25, AM(CLR)",  ,10(6),757.0,-,1,1.3,0.9,0.7,1.5,0.3,0.4,0.9,6.52,"245Luiz FernandoAtletico GO, 25, AM(CLR)",  ,10(6),757.0,1,0.9,15.6,80.3,0.4,0.5,0.1,6.52
"CamiloCuiaba, 23, DMC,M(R)","246CamiloCuiaba, 23, DMC,M(R)",  ,11(3),1066.0,1.1,1.3,1.1,0.1,2.8,0.9,0.4,-,6.52,"246CamiloCuiaba, 23, DMC,M(R)",  ,11(3),1066.0,-,-,0.5,0.3,0.4,0.6,-,0.4,0.9,6.52,"246CamiloCuiaba, 23, DMC,M(R)",  ,11(3),1066.0,-,0.3,32.0,83.0,0.1,1.6,-,6.52
"Óscar RuizJuventude, 31, Forward","247Óscar RuizJuventude, 31, Forward",  ,8(6),614.0,0.4,0.1,0.2,-,0.3,0.2,-,-,6.52,"247Óscar RuizJuventude, 31, Forward",  ,8(6),614.0,3,-,0.9,0.6,0.7,0.9,0.2,0.6,1.2,6.52,"247Óscar RuizJuventude, 31, Forward",  ,8(6),614.0,-,0.6,10.4,76.6,0.3,0.3,-,6.52
"Eduardo SashaAtletico MG, 30, AM(CLR),FW","248Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,9(8),743.0,0.2,0.2,0.5,-,0.1,0.1,-,-,6.51,"248Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,9(8),743.0,3,-,1.5,0.6,0.4,0.7,0.1,0.2,1.1,6.51,"248Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,9(8),743.0,-,0.6,13.5,82.5,-,0.1,0.1,6.51
"LéoSao Paulo, 26, D(CL)","249LéoSao Paulo, 26, D(CL)",  ,16(1),1406.0,0.8,0.6,0.8,0.1,1.8,0.2,0.4,-,6.51,"249LéoSao Paulo, 26, D(CL)",  ,16(1),1406.0,-,-,0.3,0.3,0.5,0.5,-,0.2,0.2,6.51,"249LéoSao Paulo, 26, D(CL)",  ,16(1),1406.0,-,0.3,47.8,86.5,0.2,3.1,-,6.51
"Rodrigo SoaresJuventude, 29, D(R),M(R)","250Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,19(1),1628.0,0.9,0.4,1,0.2,2,0.6,0.1,-,6.51,"250Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,19(1),1628.0,1,1,0.5,0.9,1,0.2,-,0.4,1.1,6.51,"250Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,19(1),1628.0,1,0.9,39.8,85.0,1,2.7,-,6.51
"Lucas CrispimFortaleza, 28, M(CLR)","251Lucas CrispimFortaleza, 28, M(CLR)",  ,9(8),816.0,0.8,0.8,0.6,0.1,0.6,0.4,-,-,6.51,"251Lucas CrispimFortaleza, 28, M(CLR)",  ,9(8),816.0,1,1,0.6,0.9,0.2,0.5,0.1,0.2,0.2,6.51,"251Lucas CrispimFortaleza, 28, M(CLR)",  ,9(8),816.0,1,0.9,21.6,84.2,1,1.2,-,6.51
"Dadá BelmonteGoias, 25, M(L)","252Dadá BelmonteGoias, 25, M(L)",  ,17(3),1499.0,1.2,0.6,1.7,-,0.3,1,0.1,-,6.51,"252Dadá BelmonteGoias, 25, M(L)",  ,17(3),1499.0,2,2,1.4,1,1.2,2,0.2,1.8,2.4,6.51,"252Dadá BelmonteGoias, 25, M(L)",  ,17(3),1499.0,2,1,15.7,73.9,0.3,0.6,-,6.51
"MartinelliFluminense, 20, DMC","253MartinelliFluminense, 20, DMC",  ,5(7),492.0,1.1,0.4,0.8,-,0.8,0.5,0.1,-,6.51,"253MartinelliFluminense, 20, DMC",  ,5(7),492.0,-,1,0.3,0.6,0.8,0.2,-,0.8,0.9,6.51,"253MartinelliFluminense, 20, DMC",  ,5(7),492.0,1,0.6,32.3,87.6,-,0.7,-,6.51
"JádsonJuventude, 28, M(CR)","254JádsonJuventude, 28, M(CR)",  ,19,1559.0,1.9,0.7,1.6,-,0.5,0.8,0.2,-,6.51,"254JádsonJuventude, 28, M(CR)",  ,19,1559.0,1,-,0.5,1,1.1,1.6,0.1,0.7,1.1,6.51,"254JádsonJuventude, 28, M(CR)",  ,19,1559.0,-,1,40.7,83.3,0.3,4.1,0.1,6.51
"Rodrigo LindosoCeara, 33, DMC","255Rodrigo LindosoCeara, 33, DMC",  ,10(3),868.0,1,0.5,0.9,-,1.1,0.8,0.5,-,6.51,"255Rodrigo LindosoCeara, 33, DMC",  ,10(3),868.0,-,1,0.8,0.8,0.2,1,-,0.2,0.7,6.51,"255Rodrigo LindosoCeara, 33, DMC",  ,10(3),868.0,1,0.8,38.1,86.7,-,3.2,-,6.51
"Gabriel LacerdaCeara, 22, D(C)","256Gabriel LacerdaCeara, 22, D(C)",  ,11(3),1102.0,1,0.9,0.5,0.2,3,0.4,0.5,-,6.51,"256Gabriel LacerdaCeara, 22, D(C)",  ,11(3),1102.0,-,-,0.6,0.1,0.1,-,-,0.1,0.5,6.51,"256Gabriel LacerdaCeara, 22, D(C)",  ,11(3),1102.0,-,0.1,37.5,79.4,-,2.6,-,6.51
"JeffersonAtletico GO, 25, D(L)","257JeffersonAtletico GO, 25, D(L)",  ,20(2),1624.0,1.2,0.5,1,-,1.9,0.8,0.2,-,6.5,"257JeffersonAtletico GO, 25, D(L)",  ,20(2),1624.0,1,1,0.7,1,0.4,0.7,-,0.2,0.8,6.5,"257JeffersonAtletico GO, 25, D(L)",  ,20(2),1624.0,1,1,40.6,83.9,0.7,2.7,-,6.5
"Felipe AzevedoAmerica MG, 35, AM(CLR),FW","258Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,17(4),1353.0,1,0.4,1.1,-,0.6,1.1,-,-,6.5,"258Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,17(4),1353.0,3,-,1.6,0.9,1,0.7,-,1,2.4,6.5,"258Felipe AzevedoAmerica MG, 35, AM(CLR),FW",  ,17(4),1353.0,-,0.9,23.0,73.0,0.1,1,-,6.5
"HenriqueCoritiba, 35, D(CR)","259HenriqueCoritiba, 35, D(CR)",  ,17,1526.0,1.1,1.2,0.8,0.6,3.8,0.3,1.5,1,6.5,"259HenriqueCoritiba, 35, D(CR)",  ,17,1526.0,-,-,0.6,0.2,-,0.2,0.1,-,0.3,6.5,"259HenriqueCoritiba, 35, D(CR)",  ,17,1526.0,-,0.2,46.4,90.0,0.1,4.4,-,6.5
"Diego ChurínAtletico GO, 32, FW","260Diego ChurínAtletico GO, 32, FW",  ,12(10),1205.0,0.8,0.1,1.1,-,0.4,0.5,-,-,6.5,"260Diego ChurínAtletico GO, 32, FW",  ,12(10),1205.0,3,-,1.3,0.5,0.1,1.2,0.1,0.4,1.2,6.5,"260Diego ChurínAtletico GO, 32, FW",  ,12(10),1205.0,-,0.5,15.6,66.2,-,0.2,-,6.5
"Raúl CáceresAmerica MG, 30, D(R)","261Raúl CáceresAmerica MG, 30, D(R)",  ,7(8),737.0,1.1,0.5,0.9,0.1,0.7,1.1,0.4,-,6.5,"261Raúl CáceresAmerica MG, 30, D(R)",  ,7(8),737.0,1,1,0.7,0.9,-,-,0.1,0.1,0.4,6.5,"261Raúl CáceresAmerica MG, 30, D(R)",  ,7(8),737.0,1,0.9,17.5,69.6,1.1,0.7,-,6.5
"Luciano CastánCoritiba, 32, D(C)","262Luciano CastánCoritiba, 32, D(C)",  ,21,1890.0,1.2,1.1,0.8,0.2,4.1,0.4,1,-,6.5,"262Luciano CastánCoritiba, 32, D(C)",  ,21,1890.0,1,-,0.4,0.2,0.3,0.6,-,0.2,0.6,6.5,"262Luciano CastánCoritiba, 32, D(C)",  ,21,1890.0,-,0.2,51.8,85.6,-,5.2,-,6.5
"Brayan CeballosFortaleza, 21, D(C)","263Brayan CeballosFortaleza, 21, D(C)",  ,11(2),964.0,1.1,0.7,1,0.1,3.3,0.6,0.5,-,6.49,"263Brayan CeballosFortaleza, 21, D(C)",  ,11(2),964.0,-,-,0.8,0.1,0.4,0.3,0.1,0.3,0.6,6.49,"263Brayan CeballosFortaleza, 21, D(C)",  ,11(2),964.0,-,0.1,30.8,76.0,-,1.4,-,6.49
"Bruno CortezAvai FC, 35, D(L)","264Bruno CortezAvai FC, 35, D(L)",  ,20,1800.0,1.6,0.5,0.9,0.1,1.7,0.9,0.4,-,6.49,"264Bruno CortezAvai FC, 35, D(L)",  ,20,1800.0,-,-,0.3,0.6,1.4,1,0.1,0.9,1.4,6.49,"264Bruno CortezAvai FC, 35, D(L)",  ,20,1800.0,-,0.6,42.8,81.3,0.3,1.9,-,6.49
"MatheusinhoAmerica MG, 24, AM(CR)","265MatheusinhoAmerica MG, 24, AM(CR)",  ,6(7),609.0,0.9,0.4,0.9,-,0.2,0.8,-,-,6.49,"265MatheusinhoAmerica MG, 24, AM(CR)",  ,6(7),609.0,-,-,0.8,1.5,1.6,1.2,0.1,0.8,1.5,6.49,"265MatheusinhoAmerica MG, 24, AM(CR)",  ,6(7),609.0,-,1.5,17.8,81.8,0.3,1,-,6.49
"RonaldFortaleza, 25, M(C)","266RonaldFortaleza, 25, M(C)",  ,9(2),708.0,1.4,0.7,1.3,-,0.1,0.8,-,-,6.49,"266RonaldFortaleza, 25, M(C)",  ,9(2),708.0,-,-,0.7,0.6,1.5,0.6,-,1.2,1.6,6.49,"266RonaldFortaleza, 25, M(C)",  ,9(2),708.0,-,0.6,27.3,86.7,0.1,1.6,-,6.49
"SorrisoRed Bull Bragantino, 21, AM(LR)","267SorrisoRed Bull Bragantino, 21, AM(LR)",  ,11(8),993.0,1.1,0.4,0.8,-,0.4,0.7,0.2,-,6.49,"267SorrisoRed Bull Bragantino, 21, AM(LR)",  ,11(8),993.0,2,1,0.8,0.7,0.5,0.8,-,1.3,1.5,6.49,"267SorrisoRed Bull Bragantino, 21, AM(LR)",  ,11(8),993.0,1,0.7,13.9,74.0,0.3,0.2,-,6.49
"Ricardo BuenoJuventude, 35, FW","268Ricardo BuenoJuventude, 35, FW",  ,9(7),804.0,0.6,-,0.9,-,0.9,0.6,0.1,-,6.49,"268Ricardo BuenoJuventude, 35, FW",  ,9(7),804.0,2,-,1.3,0.6,0.8,1.9,0.3,1.4,1.9,6.49,"268Ricardo BuenoJuventude, 35, FW",  ,9(7),804.0,-,0.6,15.6,78.7,0.1,0.6,-,6.49
"MaurícioInternacional, 21, AM(CR)","269MaurícioInternacional, 21, AM(CR)",  ,9(10),714.0,0.6,0.4,0.2,-,0.1,0.6,0.1,-,6.48,"269MaurícioInternacional, 21, AM(CR)",  ,9(10),714.0,2,1,1,0.6,0.5,0.5,-,0.1,0.6,6.48,"269MaurícioInternacional, 21, AM(CR)",  ,9(10),714.0,1,0.6,14.9,77.4,0.2,0.4,-,6.48
"DiegoFlamengo, 37, M(CLR)","270DiegoFlamengo, 37, M(CLR)",  ,5(7),450.0,0.7,0.4,0.8,-,0.2,1.2,0.3,-,6.48,"270DiegoFlamengo, 37, M(CLR)",  ,5(7),450.0,1,-,0.3,0.2,0.9,0.8,-,0.3,0.5,6.48,"270DiegoFlamengo, 37, M(CLR)",  ,5(7),450.0,-,0.2,25.8,88.4,0.1,0.8,-,6.48
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AlessonCuiaba, 23, AM(R)","271AlessonCuiaba, 23, AM(R)",  ,9(6),765.0,1.1,0.1,0.9,-,0.1,0.9,-,-,6.47,"271AlessonCuiaba, 23, AM(R)",  ,9(6),765.0,2,-,1.1,0.6,1.1,0.4,-,1,1.5,6.47,"271AlessonCuiaba, 23, AM(R)",  ,9(6),765.0,-,0.6,11.2,73.8,0.3,0.1,-,6.47
"Fernando SobralCeara, 27, M(CLR)","272Fernando SobralCeara, 27, M(CLR)",  ,5(8),452.0,0.9,0.2,0.3,-,0.4,0.6,0.2,-,6.47,"272Fernando SobralCeara, 27, M(CLR)",  ,5(8),452.0,-,-,0.9,0.4,0.8,0.7,-,0.5,0.4,6.47,"272Fernando SobralCeara, 27, M(CLR)",  ,5(8),452.0,-,0.4,21.8,82.7,0.1,1.4,-,6.47
"MoratoAvai FC, 29, AM(LR)","273MoratoAvai FC, 29, AM(LR)",  ,9(5),661.0,1.1,0.1,1.2,-,0.1,1,0.1,-,6.47,"273MoratoAvai FC, 29, AM(LR)",  ,9(5),661.0,2,1,1.4,0.6,1.1,1.4,0.2,1.1,2.1,6.47,"273MoratoAvai FC, 29, AM(LR)",  ,9(5),661.0,1,0.6,14.7,80.6,0.1,0.3,0.1,6.47
"Matheus FernandesAthletico Paranaense, 24, DMC","274Matheus FernandesAthletico Paranaense, 24, DMC",  ,7(4),557.0,1.7,0.6,0.9,-,1.1,1.5,0.2,-,6.47,"274Matheus FernandesAthletico Paranaense, 24, DMC",  ,7(4),557.0,-,-,0.7,0.5,0.6,0.3,-,0.5,1,6.47,"274Matheus FernandesAthletico Paranaense, 24, DMC",  ,7(4),557.0,-,0.5,18.5,85.3,-,1.1,-,6.47
"Alan EmpereurCuiaba, 28, D(C)","275Alan EmpereurCuiaba, 28, D(C)",  ,13(2),1138.0,0.7,1.3,0.7,0.3,3.3,0.2,0.5,-,6.47,"275Alan EmpereurCuiaba, 28, D(C)",  ,13(2),1138.0,-,-,0.1,-,0.2,0.9,-,-,0.3,6.47,"275Alan EmpereurCuiaba, 28, D(C)",  ,13(2),1138.0,-,-,39.1,85.3,-,2.9,-,6.47
"Arthur ChavesAvai FC, 21, D(C)","276Arthur ChavesAvai FC, 21, D(C)",  ,17,1486.0,1.1,0.8,0.9,0.5,4.1,0.2,1.1,-,6.47,"276Arthur ChavesAvai FC, 21, D(C)",  ,17,1486.0,1,-,0.6,0.1,0.1,0.6,0.1,0.1,0.4,6.47,"276Arthur ChavesAvai FC, 21, D(C)",  ,17,1486.0,-,0.1,48.4,87.2,-,1.5,-,6.47
"MuriquiAvai FC, 36, AM(CL)","277MuriquiAvai FC, 36, AM(CL)",  ,13(3),886.0,0.8,0.3,0.8,-,0.2,0.6,-,-,6.46,"277MuriquiAvai FC, 36, AM(CL)",  ,13(3),886.0,4,-,0.9,0.4,0.3,1.7,0.4,0.4,1.2,6.46,"277MuriquiAvai FC, 36, AM(CL)",  ,13(3),886.0,-,0.4,14.8,75.8,0.1,0.3,0.1,6.46
"Danilo AvelarAmerica MG, 33, D(CL),M(L)","278Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,6(4),486.0,0.7,1,0.8,0.3,2.2,0.5,0.2,-,6.46,"278Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,6(4),486.0,-,-,1.5,0.4,0.3,0.2,-,0.1,0.5,6.46,"278Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,6(4),486.0,-,0.4,18.8,72.9,0.4,1.3,-,6.46
"MayconCorinthians, 25, M(C)","279MayconCorinthians, 25, M(C)",  ,8(3),640.0,1,0.9,1,-,0.5,1.1,0.2,-,6.46,"279MayconCorinthians, 25, M(C)",  ,8(3),640.0,-,-,0.5,1.3,0.3,0.4,-,0.1,0.8,6.46,"279MayconCorinthians, 25, M(C)",  ,8(3),640.0,-,1.3,34.1,85.9,1.2,2,-,6.46
"WesleyPalmeiras, 23, AM(L)","280WesleyPalmeiras, 23, AM(L)",  ,5(10),535.0,0.6,0.2,0.4,-,0.1,0.3,-,-,6.46,"280WesleyPalmeiras, 23, AM(L)",  ,5(10),535.0,1,1,1.5,0.4,0.8,1.1,0.1,0.6,1.5,6.46,"280WesleyPalmeiras, 23, AM(L)",  ,5(10),535.0,1,0.4,9.1,75.0,0.1,0.5,-,6.46
"AdemirAtletico MG, 27, AM(CR)","281AdemirAtletico MG, 27, AM(CR)",  ,10(10),915.0,0.6,0.3,0.8,-,0.2,1,0.1,-,6.45,"281AdemirAtletico MG, 27, AM(CR)",  ,10(10),915.0,1,-,1.2,0.9,1,1.8,0.5,0.5,1.6,6.45,"281AdemirAtletico MG, 27, AM(CR)",  ,10(10),915.0,-,0.9,12.0,80.8,0.2,0.3,0.1,6.45
"Matheus SalesGoias, 27, M(C)","282Matheus SalesGoias, 27, M(C)",  ,14(4),1188.0,1.6,0.4,1,-,1.1,0.3,0.8,-,6.45,"282Matheus SalesGoias, 27, M(C)",  ,14(4),1188.0,-,-,0.5,0.3,0.4,0.5,-,0.3,0.5,6.45,"282Matheus SalesGoias, 27, M(C)",  ,14(4),1188.0,-,0.3,18.0,81.5,0.1,0.4,-,6.45
"Danilo BarcelosGoias, 30, D(L),M(CL)","283Danilo BarcelosGoias, 30, D(L),M(CL)",  ,9(7),857.0,1.1,0.5,1.5,0.3,1,0.7,0.3,-,6.45,"283Danilo BarcelosGoias, 30, D(L),M(CL)",  ,9(7),857.0,-,1,0.4,0.7,0.1,0.5,0.1,0.1,0.6,6.45,"283Danilo BarcelosGoias, 30, D(L),M(CL)",  ,9(7),857.0,1,0.7,15.9,72.9,0.8,0.8,-,6.45
"Míchel MacedoCeara, 32, D(R)","284Míchel MacedoCeara, 32, D(R)",  ,10(3),827.0,0.8,0.7,0.8,-,0.8,0.2,0.2,-,6.44,"284Míchel MacedoCeara, 32, D(R)",  ,10(3),827.0,-,1,0.5,0.2,0.3,0.9,-,0.3,0.5,6.44,"284Míchel MacedoCeara, 32, D(R)",  ,10(3),827.0,1,0.2,27.5,79.8,0.2,0.8,-,6.44
"Bruno OliveiraSantos FC, 24, Midfielder","285Bruno OliveiraSantos FC, 24, Midfielder",  ,3(9),369.0,0.4,0.2,0.5,-,0.2,1.1,-,-,6.44,"285Bruno OliveiraSantos FC, 24, Midfielder",  ,3(9),369.0,-,1,0.8,1.1,0.3,1.1,-,0.3,0.8,6.44,"285Bruno OliveiraSantos FC, 24, Midfielder",  ,3(9),369.0,1,1.1,14.1,82.2,0.7,0.7,0.3,6.44
"Zé RobertoCeara, 28, FW","286Zé RobertoCeara, 28, FW",  ,4(8),490.0,0.3,0.3,0.9,-,0.1,0.1,-,-,6.44,"286Zé RobertoCeara, 28, FW",  ,4(8),490.0,-,1,0.9,0.7,0.7,1.3,0.2,0.8,1,6.44,"286Zé RobertoCeara, 28, FW",  ,4(8),490.0,1,0.7,9.8,77.8,0.1,0.3,0.1,6.44
"Isidro PittaJuventude, 23, FW","287Isidro PittaJuventude, 23, FW",  ,14(5),1274.0,0.3,0.2,0.7,-,0.2,0.1,0.1,-,6.43,"287Isidro PittaJuventude, 23, FW",  ,14(5),1274.0,2,-,1.6,0.3,0.8,1.4,0.5,0.5,1.8,6.43,"287Isidro PittaJuventude, 23, FW",  ,14(5),1274.0,-,0.3,13.3,72.3,0.1,0.4,-,6.43
"Bernardo LemesCoritiba, 20, DMC","288Bernardo LemesCoritiba, 20, DMC",  ,5(5),477.0,1.6,1.3,1.1,-,0.5,0.6,0.2,-,6.43,"288Bernardo LemesCoritiba, 20, DMC",  ,5(5),477.0,-,-,0.3,0.3,0.4,0.9,-,0.4,1.1,6.43,"288Bernardo LemesCoritiba, 20, DMC",  ,5(5),477.0,-,0.3,19.3,85.5,0.1,0.5,-,6.43
"VitinhoFlamengo, 28, AM(CLR),FW","289VitinhoFlamengo, 28, AM(CLR),FW",  ,4(7),479.0,0.8,0.1,1.2,-,0.5,0.5,0.1,-,6.43,"289VitinhoFlamengo, 28, AM(CLR),FW",  ,4(7),479.0,-,-,1.4,0.6,1,0.5,-,0.5,0.8,6.43,"289VitinhoFlamengo, 28, AM(CLR),FW",  ,4(7),479.0,-,0.6,17.2,84.1,0.2,0.4,0.1,6.43
"Hugo SouzaFlamengo, 23, GK","290Hugo SouzaFlamengo, 23, GK",  ,12,902.0,0.1,0.1,-,-,0.8,0.1,-,-,6.43,"290Hugo SouzaFlamengo, 23, GK",  ,12,902.0,-,-,-,-,-,0.1,-,-,-,6.43,"290Hugo SouzaFlamengo, 23, GK",  ,12,902.0,-,-,14.8,76.4,-,2.1,-,6.43
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iury CastilhoCeara, 26, FW","291Iury CastilhoCeara, 26, FW",  ,5(6),464.0,0.5,0.1,1,-,0.1,0.5,-,-,6.43,"291Iury CastilhoCeara, 26, FW",  ,5(6),464.0,-,1,0.4,0.4,1.5,1.9,0.5,1,1.2,6.43,"291Iury CastilhoCeara, 26, FW",  ,5(6),464.0,1,0.4,10.3,78.8,0.2,0.2,-,6.43
"MaguinhoGoias, 30, D(R)","292MaguinhoGoias, 30, D(R)",  ,10(8),945.0,1.3,0.8,1.2,0.2,1.7,0.4,0.3,-,6.43,"292MaguinhoGoias, 30, D(R)",  ,10(8),945.0,-,-,0.6,0.6,0.6,0.5,0.1,0.2,1.2,6.43,"292MaguinhoGoias, 30, D(R)",  ,10(8),945.0,-,0.6,14.1,77.6,0.4,0.3,-,6.43
"TitiFortaleza, 34, D(C)","293TitiFortaleza, 34, D(C)",  ,18(2),1612.0,0.8,1.2,1.4,0.3,1.9,0.4,0.5,-,6.42,"293TitiFortaleza, 34, D(C)",  ,18(2),1612.0,-,-,0.2,0.1,0.2,1,0.1,0.1,0.7,6.42,"293TitiFortaleza, 34, D(C)",  ,18(2),1612.0,-,0.1,33.5,81.0,-,2.2,-,6.42
"Gabriel BaralhasAtletico GO, 23, DMC","294Gabriel BaralhasAtletico GO, 23, DMC",  ,15(3),1242.0,1.7,0.9,1.3,0.1,0.7,1.5,0.2,-,6.42,"294Gabriel BaralhasAtletico GO, 23, DMC",  ,15(3),1242.0,1,1,1.2,0.4,0.6,0.6,-,0.2,0.8,6.42,"294Gabriel BaralhasAtletico GO, 23, DMC",  ,15(3),1242.0,1,0.4,38.7,88.9,0.1,2.3,-,6.42
"Douglas FriedrichAvai FC, 33, GK","295Douglas FriedrichAvai FC, 33, GK",  ,11,941.0,-,-,0.1,-,1.9,0.1,-,-,6.42,"295Douglas FriedrichAvai FC, 33, GK",  ,11,941.0,-,-,-,-,-,0.2,-,-,-,6.42,"295Douglas FriedrichAvai FC, 33, GK",  ,11,941.0,-,-,19.9,73.1,-,3.5,-,6.42
"CamachoSantos FC, 32, DMC","296CamachoSantos FC, 32, DMC",  ,6(6),615.0,2,0.6,1.3,-,0.3,1.4,0.5,-,6.42,"296CamachoSantos FC, 32, DMC",  ,6(6),615.0,-,-,0.2,0.6,0.2,0.3,-,0.3,0.1,6.42,"296CamachoSantos FC, 32, DMC",  ,6(6),615.0,-,0.6,31.6,86.8,-,0.9,-,6.42
"Henrique AlmeidaAmerica MG, 31, AM(LR),FW","297Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,9(6),753.0,0.7,0.1,1.2,0.1,0.3,0.6,-,-,6.41,"297Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,9(6),753.0,2,-,1.7,0.2,1,0.4,0.5,1.3,1.5,6.41,"297Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,9(6),753.0,-,0.2,12.3,75.1,0.1,0.2,0.1,6.41
"RichardsonCeara, 30, DMC","298RichardsonCeara, 30, DMC",  ,14(3),1078.0,1.7,0.6,2.2,0.1,0.5,1.1,0.1,-,6.41,"298RichardsonCeara, 30, DMC",  ,14(3),1078.0,-,-,0.4,0.4,0.7,1.2,-,0.4,0.6,6.41,"298RichardsonCeara, 30, DMC",  ,14(3),1078.0,-,0.4,30.4,85.5,-,2.7,-,6.41
"RomildoBotafogo RJ, 22, Midfielder","299RomildoBotafogo RJ, 22, Midfielder",  ,3(8),452.0,1.9,0.5,1.3,0.1,0.7,1.6,0.1,-,6.41,"299RomildoBotafogo RJ, 22, Midfielder",  ,3(8),452.0,-,-,0.6,0.5,0.2,1.3,-,0.8,0.5,6.41,"299RomildoBotafogo RJ, 22, Midfielder",  ,3(8),452.0,-,0.5,15.5,77.1,0.1,0.6,-,6.41
"Pablo MaiaSao Paulo, 20, DMC","300Pablo MaiaSao Paulo, 20, DMC",  ,10(8),960.0,1.1,0.4,1.2,0.1,0.9,0.8,0.1,-,6.39,"300Pablo MaiaSao Paulo, 20, DMC",  ,10(8),960.0,-,-,0.8,0.1,0.3,0.5,-,0.1,0.6,6.39,"300Pablo MaiaSao Paulo, 20, DMC",  ,10(8),960.0,-,0.1,32.2,88.8,0.1,1.9,-,6.39
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caio ViníciusGoias, 23, M(C)","301Caio ViníciusGoias, 23, M(C)",  ,13(4),1055.0,1.6,1,1.8,-,1.1,1.2,0.1,-,6.39,"301Caio ViníciusGoias, 23, M(C)",  ,13(4),1055.0,-,-,0.6,0.2,0.6,1.1,0.1,0.6,1,6.39,"301Caio ViníciusGoias, 23, M(C)",  ,13(4),1055.0,-,0.2,19.1,82.1,0.1,1,-,6.39
"Victor LuisCeara, 29, D(L),M(CL)","302Victor LuisCeara, 29, D(L),M(CL)",  ,6(8),664.0,0.5,0.6,0.9,-,1.2,0.6,0.1,-,6.38,"302Victor LuisCeara, 29, D(L),M(CL)",  ,6(8),664.0,-,-,0.9,0.5,0.1,0.9,-,0.4,0.6,6.38,"302Victor LuisCeara, 29, D(L),M(CL)",  ,6(8),664.0,-,0.5,27.5,84.2,0.4,1.6,-,6.38
"ChayBotafogo RJ, 31, Forward","303ChayBotafogo RJ, 31, Forward",  ,6(6),580.0,1.1,0.4,0.8,-,0.1,0.8,-,-,6.38,"303ChayBotafogo RJ, 31, Forward",  ,6(6),580.0,-,-,1.1,0.6,1.2,1.5,-,1.4,1.4,6.38,"303ChayBotafogo RJ, 31, Forward",  ,6(6),580.0,-,0.6,15.8,82.6,0.3,0.8,0.1,6.38
"Yago FelipeFluminense, 27, M(CLR)","304Yago FelipeFluminense, 27, M(CLR)",  ,7(3),570.0,1,0.6,0.8,0.2,1,0.3,0.5,-,6.38,"304Yago FelipeFluminense, 27, M(CLR)",  ,7(3),570.0,-,-,0.7,0.3,0.3,1.6,0.1,0.7,1.4,6.38,"304Yago FelipeFluminense, 27, M(CLR)",  ,7(3),570.0,-,0.3,26.0,80.8,0.2,1,-,6.38
