Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"Isidro PittaJuventude, 23, FW","202Isidro PittaJuventude, 23, FW",  ,6(2),553.0,0.3,0.1,0.6,-,-,-,0.1,-,6.51,"202Isidro PittaJuventude, 23, FW",  ,6(2),553.0,1,-,1.3,0.5,1.1,1.4,0.4,0.4,1.6,6.51,"202Isidro PittaJuventude, 23, FW",  ,6(2),553.0,-,0.5,14.5,76.7,0.1,0.6,-,6.51,"202Isidro PittaJuventude, 23, FW",  ,6(2),553.0,1,-,2,-,1.3,76.7,1,-,6.51
"Diego CostaSao Paulo, 23, D(C)","203Diego CostaSao Paulo, 23, D(C)",  ,8(1),743.0,1.8,1.4,2.2,0.4,3.3,0.6,0.4,-,6.51,"203Diego CostaSao Paulo, 23, D(C)",  ,8(1),743.0,-,-,0.1,0.2,0.8,0.2,-,-,0.6,6.51,"203Diego CostaSao Paulo, 23, D(C)",  ,8(1),743.0,-,0.2,46.7,81.9,0.2,3.4,-,6.51,"203Diego CostaSao Paulo, 23, D(C)",  ,8(1),743.0,-,-,6,-,0.1,81.9,1.4,-,6.51
"Thalisson KelvenJuventude, 24, D(C)","204Thalisson KelvenJuventude, 24, D(C)",  ,6(2),515.0,0.6,1.4,0.6,0.3,4.5,0.3,1.4,-,6.51,"204Thalisson KelvenJuventude, 24, D(C)",  ,6(2),515.0,-,-,0.3,-,-,0.3,-,0.3,0.4,6.51,"204Thalisson KelvenJuventude, 24, D(C)",  ,6(2),515.0,-,-,26.0,85.6,-,1.1,-,6.51,"204Thalisson KelvenJuventude, 24, D(C)",  ,6(2),515.0,-,-,1,-,0.3,85.6,1.9,-,6.51
"Luiz FernandoAtletico GO, 25, AM(CLR)","205Luiz FernandoAtletico GO, 25, AM(CLR)",  ,7(3),485.0,0.6,0.5,0.9,-,0.7,-,0.1,-,6.5,"205Luiz FernandoAtletico GO, 25, AM(CLR)",  ,7(3),485.0,-,-,1.1,0.6,0.8,1.6,0.3,0.4,1,6.5,"205Luiz FernandoAtletico GO, 25, AM(CLR)",  ,7(3),485.0,-,0.6,16.0,80.6,0.3,0.3,0.1,6.5,"205Luiz FernandoAtletico GO, 25, AM(CLR)",  ,7(3),485.0,-,-,1,1,1.1,80.6,0.9,-,6.5
"Fernando SobralCeara, 27, M(CLR)","206Fernando SobralCeara, 27, M(CLR)",  ,3(5),274.0,1,0.1,0.3,-,0.6,0.6,0.3,-,6.5,"206Fernando SobralCeara, 27, M(CLR)",  ,3(5),274.0,-,-,1,0.4,0.8,0.8,-,0.4,0.6,6.5,"206Fernando SobralCeara, 27, M(CLR)",  ,3(5),274.0,-,0.4,18.1,80.0,0.1,1.3,-,6.5,"206Fernando SobralCeara, 27, M(CLR)",  ,3(5),274.0,-,-,-,-,1,80.0,0.3,-,6.5
"Willian FariasCoritiba, 33, DMC","207Willian FariasCoritiba, 33, DMC",  ,9,743.0,1.3,1.4,0.9,-,0.7,1.1,0.3,-,6.5,"207Willian FariasCoritiba, 33, DMC",  ,9,743.0,-,-,0.6,0.8,1,1.4,-,1,1.3,6.5,"207Willian FariasCoritiba, 33, DMC",  ,9,743.0,-,0.8,47.8,89.3,-,3.9,0.1,6.5,"207Willian FariasCoritiba, 33, DMC",  ,9,743.0,-,-,3,-,0.6,89.3,0.8,-,6.5
"Alan EmpereurCuiaba, 28, D(C)","208Alan EmpereurCuiaba, 28, D(C)",  ,7,616.0,0.9,1.7,0.9,0.3,4.1,0.3,0.7,-,6.5,"208Alan EmpereurCuiaba, 28, D(C)",  ,7,616.0,-,-,-,-,0.1,1.4,-,-,0.3,6.5,"208Alan EmpereurCuiaba, 28, D(C)",  ,7,616.0,-,-,39.6,81.6,-,3.1,-,6.5,"208Alan EmpereurCuiaba, 28, D(C)",  ,7,616.0,-,-,1,1,-,81.6,2.4,-,6.5
"MoraesJuventude, 24, D(L)","209MoraesJuventude, 24, D(L)",  ,4(2),414.0,1.5,1.5,0.5,0.5,2.3,0.7,0.3,-,6.5,"209MoraesJuventude, 24, D(L)",  ,4(2),414.0,-,-,1,0.2,0.8,0.8,0.2,1.3,1.2,6.5,"209MoraesJuventude, 24, D(L)",  ,4(2),414.0,-,0.2,27.8,80.2,0.2,0.5,-,6.5,"209MoraesJuventude, 24, D(L)",  ,4(2),414.0,-,-,1,-,1,80.2,0.2,-,6.5
"ValCoritiba, 25, DMC","210ValCoritiba, 25, DMC",  ,3(4),351.0,1.4,0.7,0.7,-,0.6,0.6,-,-,6.49,"210ValCoritiba, 25, DMC",  ,3(4),351.0,-,-,2.3,0.6,1,0.9,-,0.9,0.9,6.49,"210ValCoritiba, 25, DMC",  ,3(4),351.0,-,0.6,32.6,86.0,0.3,3.7,-,6.49,"210ValCoritiba, 25, DMC",  ,3(4),351.0,-,-,2,-,2.3,86.0,0.9,-,6.49
"Paulo MirandaJuventude, 34, D(CR)","211Paulo MirandaJuventude, 34, D(CR)",  ,5(1),460.0,0.7,1.8,1.5,0.3,5.8,0.3,0.8,-,6.49,"211Paulo MirandaJuventude, 34, D(CR)",  ,5(1),460.0,-,-,0.7,-,-,0.2,-,0.2,0.7,6.49,"211Paulo MirandaJuventude, 34, D(CR)",  ,5(1),460.0,-,-,40.0,83.8,-,3.2,-,6.49,"211Paulo MirandaJuventude, 34, D(CR)",  ,5(1),460.0,-,-,2,-,0.7,83.8,2.7,-,6.49
"WelingtonSao Paulo, 21, D(L),M(L)","212WelingtonSao Paulo, 21, D(L),M(L)",  ,4(5),413.0,1.1,0.3,0.7,0.1,0.9,1.1,-,-,6.48,"212WelingtonSao Paulo, 21, D(L),M(L)",  ,4(5),413.0,-,1,0.7,0.9,0.9,0.6,-,0.9,0.7,6.48,"212WelingtonSao Paulo, 21, D(L),M(L)",  ,4(5),413.0,1,0.9,18.9,78.8,1,0.3,-,6.48,"212WelingtonSao Paulo, 21, D(L),M(L)",  ,4(5),413.0,-,1,1,-,0.7,78.8,0.6,-,6.48
"Thiago MaiaFlamengo, 25, DMC","213Thiago MaiaFlamengo, 25, DMC",  ,6(1),425.0,2,0.9,0.6,0.1,0.7,1,0.3,-,6.48,"213Thiago MaiaFlamengo, 25, DMC",  ,6(1),425.0,-,-,0.4,0.1,0.4,0.1,-,0.7,1,6.48,"213Thiago MaiaFlamengo, 25, DMC",  ,6(1),425.0,-,0.1,38.0,93.2,-,1.3,-,6.48,"213Thiago MaiaFlamengo, 25, DMC",  ,6(1),425.0,-,-,1,-,0.4,93.2,0.4,-,6.48
"Yago FelipeFluminense, 27, M(CLR)","214Yago FelipeFluminense, 27, M(CLR)",  ,4(2),353.0,1.5,0.2,0.7,0.2,1.2,0.3,0.7,-,6.47,"214Yago FelipeFluminense, 27, M(CLR)",  ,4(2),353.0,-,-,0.8,-,0.2,2,0.2,0.7,1.2,6.47,"214Yago FelipeFluminense, 27, M(CLR)",  ,4(2),353.0,-,-,29.0,83.9,-,1.3,-,6.47,"214Yago FelipeFluminense, 27, M(CLR)",  ,4(2),353.0,-,-,-,-,0.8,83.9,0.8,-,6.47
"HyoranRed Bull Bragantino, 29, M(CLR)","215HyoranRed Bull Bragantino, 29, M(CLR)",  ,5(3),413.0,0.4,0.8,0.4,-,0.3,0.9,0.1,-,6.47,"215HyoranRed Bull Bragantino, 29, M(CLR)",  ,5(3),413.0,1,1,1.9,0.9,0.3,0.4,-,0.8,1.1,6.47,"215HyoranRed Bull Bragantino, 29, M(CLR)",  ,5(3),413.0,1,0.9,17.1,79.6,0.6,0.9,-,6.47,"215HyoranRed Bull Bragantino, 29, M(CLR)",  ,5(3),413.0,1,1,-,-,1.9,79.6,0.4,-,6.47
"WesleyPalmeiras, 23, AM(L)","216WesleyPalmeiras, 23, AM(L)",  ,3(5),282.0,0.5,0.3,0.5,-,-,0.5,-,-,6.47,"216WesleyPalmeiras, 23, AM(L)",  ,3(5),282.0,-,1,1.1,0.4,1,0.6,0.1,0.9,1.6,6.47,"216WesleyPalmeiras, 23, AM(L)",  ,3(5),282.0,1,0.4,9.6,74.0,-,0.5,-,6.47,"216WesleyPalmeiras, 23, AM(L)",  ,3(5),282.0,-,1,1,-,1.1,74.0,1,1,6.47
"EveraldoAmerica MG, 28, AM(CLR)","217EveraldoAmerica MG, 28, AM(CLR)",  ,5(1),397.0,1.3,0.8,0.8,-,-,2,-,-,6.47,"217EveraldoAmerica MG, 28, AM(CLR)",  ,5(1),397.0,-,-,1.7,0.8,1.2,2.8,0.3,0.8,1.2,6.47,"217EveraldoAmerica MG, 28, AM(CLR)",  ,5(1),397.0,-,0.8,26.5,79.2,0.7,1,-,6.47,"217EveraldoAmerica MG, 28, AM(CLR)",  ,5(1),397.0,-,-,-,-,1.7,79.2,0.3,-,6.47
"EgídioCoritiba, 36, D(L)","218EgídioCoritiba, 36, D(L)",  ,6(1),554.0,2.3,0.9,1,0.1,1.1,2.4,0.1,-,6.47,"218EgídioCoritiba, 36, D(L)",  ,6(1),554.0,-,-,0.7,1.7,1.7,1.4,0.1,0.3,1.9,6.47,"218EgídioCoritiba, 36, D(L)",  ,6(1),554.0,-,1.7,36.0,86.1,1,1.9,-,6.47,"218EgídioCoritiba, 36, D(L)",  ,6(1),554.0,-,-,-,1,0.7,86.1,0.7,-,6.47
"Paulo HenriqueJuventude, 26, D(R),M(R)","219Paulo HenriqueJuventude, 26, D(R),M(R)",  ,5(3),402.0,1.5,0.3,1.3,-,0.5,0.9,-,-,6.46,"219Paulo HenriqueJuventude, 26, D(R),M(R)",  ,5(3),402.0,1,-,0.1,0.5,1.3,0.4,0.1,1,0.5,6.46,"219Paulo HenriqueJuventude, 26, D(R),M(R)",  ,5(3),402.0,-,0.5,14.8,70.3,0.4,0.4,-,6.46,"219Paulo HenriqueJuventude, 26, D(R),M(R)",  ,5(3),402.0,1,-,1,-,0.1,70.3,0.8,-,6.46
"David LuizFlamengo, 35, D(C),DMC","220David LuizFlamengo, 35, D(C),DMC",  ,4(1),332.0,0.2,1.6,1.6,0.4,2,-,0.8,-,6.46,"220David LuizFlamengo, 35, D(C),DMC",  ,4(1),332.0,-,-,0.2,0.4,0.2,-,-,-,0.2,6.46,"220David LuizFlamengo, 35, D(C),DMC",  ,4(1),332.0,-,0.4,50.0,92.0,-,2.6,0.2,6.46,"220David LuizFlamengo, 35, D(C),DMC",  ,4(1),332.0,-,-,2,-,0.2,92.0,1.8,-,6.46
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PedrinhoGoias, 18, Forward","221PedrinhoGoias, 18, Forward",  ,0(5),97.0,1.2,0.4,0.4,-,0.2,0.4,-,-,6.46,"221PedrinhoGoias, 18, Forward",  ,0(5),97.0,-,1,0.4,0.2,0.6,0.8,-,0.2,0.6,6.46,"221PedrinhoGoias, 18, Forward",  ,0(5),97.0,1,0.2,7.2,66.7,0.4,0.2,-,6.46,"221PedrinhoGoias, 18, Forward",  ,0(5),97.0,-,1,1,-,0.4,66.7,0.2,-,6.46
"Luis OyamaBotafogo RJ, 25, DMC","222Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),531.0,2.4,0.8,1,0.3,1.1,1.8,0.3,-,6.46,"222Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),531.0,-,-,0.8,0.8,0.9,1.4,-,1.5,1,6.46,"222Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),531.0,-,0.8,34.9,82.8,-,2.8,-,6.46,"222Luis OyamaBotafogo RJ, 25, DMC",  ,7(1),531.0,-,-,1,-,0.8,82.8,0.3,-,6.46
"RichardsonCeara, 30, DMC","223RichardsonCeara, 30, DMC",  ,6(2),522.0,1.9,0.8,2.1,-,0.5,1.6,0.1,-,6.45,"223RichardsonCeara, 30, DMC",  ,6(2),522.0,-,-,0.4,0.4,0.6,0.9,-,0.3,1.3,6.45,"223RichardsonCeara, 30, DMC",  ,6(2),522.0,-,0.4,29.3,85.5,-,2.6,-,6.45,"223RichardsonCeara, 30, DMC",  ,6(2),522.0,-,-,4,-,0.4,85.5,0.5,-,6.45
"Kelvin OsorioCuiaba, 28, M(C)","224Kelvin OsorioCuiaba, 28, M(C)",  ,4(1),325.0,1.6,0.4,1.4,-,1.2,1.4,-,-,6.45,"224Kelvin OsorioCuiaba, 28, M(C)",  ,4(1),325.0,-,-,0.8,1.2,0.2,0.2,0.2,1.2,0.6,6.45,"224Kelvin OsorioCuiaba, 28, M(C)",  ,4(1),325.0,-,1.2,25.0,80.0,0.4,1,-,6.45,"224Kelvin OsorioCuiaba, 28, M(C)",  ,4(1),325.0,-,-,-,-,0.8,80.0,1.6,-,6.45
"EdsonAtletico GO, 31, D(C),DMC","225EdsonAtletico GO, 31, D(C),DMC",  ,8,661.0,0.8,1.9,0.9,0.6,7.1,0.3,1,-,6.45,"225EdsonAtletico GO, 31, D(C),DMC",  ,8,661.0,-,-,0.4,0.1,-,0.8,0.1,0.1,0.1,6.45,"225EdsonAtletico GO, 31, D(C),DMC",  ,8,661.0,-,0.1,47.0,86.2,-,4.3,-,6.45,"225EdsonAtletico GO, 31, D(C),DMC",  ,8,661.0,-,-,2,-,0.4,86.2,2.1,-,6.45
"RomildoBotafogo RJ, 22, Midfielder","226RomildoBotafogo RJ, 22, Midfielder",  ,2(5),303.0,1.9,0.4,0.9,-,0.6,1.1,-,-,6.45,"226RomildoBotafogo RJ, 22, Midfielder",  ,2(5),303.0,-,-,0.4,0.7,0.3,1.3,-,0.7,0.4,6.45,"226RomildoBotafogo RJ, 22, Midfielder",  ,2(5),303.0,-,0.7,16.7,80.3,0.1,0.6,-,6.45,"226RomildoBotafogo RJ, 22, Midfielder",  ,2(5),303.0,-,-,-,-,0.4,80.3,0.6,-,6.45
"Alex MuralhaCoritiba, 32, GK","227Alex MuralhaCoritiba, 32, GK",  ,9,810.0,-,-,-,-,1.1,0.1,-,-,6.45,"227Alex MuralhaCoritiba, 32, GK",  ,9,810.0,-,-,-,-,-,0.3,-,-,-,6.45,"227Alex MuralhaCoritiba, 32, GK",  ,9,810.0,-,-,21.9,62.4,-,4.4,-,6.45,"227Alex MuralhaCoritiba, 32, GK",  ,9,810.0,-,-,-,-,-,62.4,0.6,-,6.45
"João LucasCuiaba, 24, D(R)","228João LucasCuiaba, 24, D(R)",  ,9,786.0,3,1.3,2,0.3,2.2,1.3,0.6,-,6.44,"228João LucasCuiaba, 24, D(R)",  ,9,786.0,-,-,0.3,0.1,-,1.1,-,0.2,0.9,6.44,"228João LucasCuiaba, 24, D(R)",  ,9,786.0,-,0.1,29.1,69.1,0.2,1,-,6.44,"228João LucasCuiaba, 24, D(R)",  ,9,786.0,-,-,4,-,0.3,69.1,0.7,-,6.44
"RonaldFortaleza, 25, M(C)","229RonaldFortaleza, 25, M(C)",  ,7(1),527.0,1.6,0.9,1.3,-,0.1,1,-,-,6.44,"229RonaldFortaleza, 25, M(C)",  ,7(1),527.0,-,-,0.4,0.3,1.3,0.6,-,1.4,1.6,6.44,"229RonaldFortaleza, 25, M(C)",  ,7(1),527.0,-,0.3,27.5,91.4,-,1.9,-,6.44,"229RonaldFortaleza, 25, M(C)",  ,7(1),527.0,-,-,4,-,0.4,91.4,0.4,-,6.44
"WellingtonFluminense, 31, DMC","231WellingtonFluminense, 31, DMC",  ,5(1),371.0,1.3,0.8,1.3,0.2,0.8,0.7,0.7,-,6.43,"231WellingtonFluminense, 31, DMC",  ,5(1),371.0,-,-,-,0.5,0.3,0.7,-,0.3,1.3,6.43,"231WellingtonFluminense, 31, DMC",  ,5(1),371.0,-,0.5,40.2,85.5,-,2.7,-,6.43,"231WellingtonFluminense, 31, DMC",  ,5(1),371.0,-,-,2,-,-,85.5,0.3,-,6.43
"Matheus MartinsFluminense, 19, Midfielder","232Matheus MartinsFluminense, 19, Midfielder",  ,5(2),431.0,1.1,0.3,0.6,-,-,0.3,-,-,6.43,"232Matheus MartinsFluminense, 19, Midfielder",  ,5(2),431.0,-,-,0.9,1,0.9,2.3,0.1,1,2.3,6.43,"232Matheus MartinsFluminense, 19, Midfielder",  ,5(2),431.0,-,1,28.6,83.5,0.4,0.6,-,6.43,"232Matheus MartinsFluminense, 19, Midfielder",  ,5(2),431.0,-,-,-,-,0.9,83.5,-,-,6.43
"Marcelo BoeckFortaleza, 37, GK","233Marcelo BoeckFortaleza, 37, GK",  ,6,540.0,-,-,0.2,-,1.8,-,-,-,6.43,"233Marcelo BoeckFortaleza, 37, GK",  ,6,540.0,-,-,-,-,-,0.3,-,-,-,6.43,"233Marcelo BoeckFortaleza, 37, GK",  ,6,540.0,-,-,20.8,60.0,-,5.7,-,6.43,"233Marcelo BoeckFortaleza, 37, GK",  ,6,540.0,-,-,2,-,-,60.0,0.7,-,6.43
"Lucas CrispimFortaleza, 28, M(CLR)","234Lucas CrispimFortaleza, 28, M(CLR)",  ,3(5),354.0,1,0.9,0.4,-,0.6,0.1,-,-,6.43,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,3(5),354.0,-,1,0.5,0.5,0.3,0.4,0.1,0.1,0.4,6.43,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,3(5),354.0,1,0.5,15.8,81.0,0.6,0.9,-,6.43,"234Lucas CrispimFortaleza, 28, M(CLR)",  ,3(5),354.0,-,1,2,-,0.5,81.0,0.5,-,6.43
"BissoliAvai FC, 24, FW","235BissoliAvai FC, 24, FW",  ,9(1),770.0,0.5,0.2,1.6,-,0.2,1.1,0.1,-,6.43,"235BissoliAvai FC, 24, FW",  ,9(1),770.0,3,-,1.9,1,0.5,0.8,0.5,1.1,1.9,6.43,"235BissoliAvai FC, 24, FW",  ,9(1),770.0,-,1,14.9,72.5,0.2,0.2,0.1,6.43,"235BissoliAvai FC, 24, FW",  ,9(1),770.0,3,-,-,-,1.9,72.5,0.8,-,6.43
"Hugo SouzaFlamengo, 23, GK","236Hugo SouzaFlamengo, 23, GK",  ,6,451.0,0.2,0.2,-,-,0.7,0.2,-,-,6.43,"236Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,-,-,-,-,-,-,-,6.43,"236Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,15.8,74.7,-,2,-,6.43,"236Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,2,-,-,74.7,0.3,-,6.43
"RenatoAvai FC, 32, D(R),M(R)","237RenatoAvai FC, 32, D(R),M(R)",  ,2(3),216.0,0.2,0.4,0.8,-,1,0.2,-,-,6.42,"237RenatoAvai FC, 32, D(R),M(R)",  ,2(3),216.0,-,-,0.6,1,0.4,1.6,0.2,0.8,0.2,6.42,"237RenatoAvai FC, 32, D(R),M(R)",  ,2(3),216.0,-,1,15.4,85.7,1,0.8,-,6.42,"237RenatoAvai FC, 32, D(R),M(R)",  ,2(3),216.0,-,-,-,-,0.6,85.7,0.6,-,6.42
"MaguinhoGoias, 30, D(R)","238MaguinhoGoias, 30, D(R)",  ,6(4),546.0,1.4,0.3,0.8,0.2,1.9,0.6,0.6,-,6.42,"238MaguinhoGoias, 30, D(R)",  ,6(4),546.0,-,-,0.5,0.4,0.8,0.3,0.2,0.3,1.1,6.42,"238MaguinhoGoias, 30, D(R)",  ,6(4),546.0,-,0.4,14.5,74.5,0.4,0.6,-,6.42,"238MaguinhoGoias, 30, D(R)",  ,6(4),546.0,-,-,3,-,0.5,74.5,0.7,-,6.42
"VitinhoFlamengo, 28, AM(CLR),FW","239VitinhoFlamengo, 28, AM(CLR),FW",  ,4(1),268.0,0.6,-,0.8,-,0.2,0.6,0.2,-,6.42,"239VitinhoFlamengo, 28, AM(CLR),FW",  ,4(1),268.0,-,-,0.8,0.2,1.4,1,-,0.6,0.6,6.42,"239VitinhoFlamengo, 28, AM(CLR),FW",  ,4(1),268.0,-,0.2,19.6,81.6,0.2,0.4,-,6.42,"239VitinhoFlamengo, 28, AM(CLR),FW",  ,4(1),268.0,-,-,-,-,0.8,81.6,0.8,-,6.42
"Felipe MeloFluminense, 39, D(C),M(C)","240Felipe MeloFluminense, 39, D(C),M(C)",  ,0(5),167.0,0.4,0.6,1,0.8,1,0.4,0.4,-,6.42,"240Felipe MeloFluminense, 39, D(C),M(C)",  ,0(5),167.0,-,-,-,0.2,0.2,1.4,-,-,0.2,6.42,"240Felipe MeloFluminense, 39, D(C),M(C)",  ,0(5),167.0,-,0.2,24.2,77.7,-,2.4,-,6.42,"240Felipe MeloFluminense, 39, D(C),M(C)",  ,0(5),167.0,-,-,1,-,-,77.7,1.2,-,6.42
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SandrySantos FC, 19, DMC","241SandrySantos FC, 19, DMC",  ,2(4),249.0,0.8,0.3,0.7,-,0.2,1.5,-,-,6.42,"241SandrySantos FC, 19, DMC",  ,2(4),249.0,-,1,0.2,1,0.2,0.3,-,0.3,0.2,6.42,"241SandrySantos FC, 19, DMC",  ,2(4),249.0,1,1,29.8,84.4,0.8,2.3,0.2,6.42,"241SandrySantos FC, 19, DMC",  ,2(4),249.0,-,1,-,-,0.2,84.4,-,-,6.42
"Danilo BarcelosGoias, 30, D(L),M(CL)","242Danilo BarcelosGoias, 30, D(L),M(CL)",  ,5(4),458.0,1.1,0.6,1.4,0.1,1.3,0.7,-,-,6.42,"242Danilo BarcelosGoias, 30, D(L),M(CL)",  ,5(4),458.0,-,-,0.3,0.8,0.1,0.6,-,0.1,0.8,6.42,"242Danilo BarcelosGoias, 30, D(L),M(CL)",  ,5(4),458.0,-,0.8,16.9,71.1,0.6,0.7,-,6.42,"242Danilo BarcelosGoias, 30, D(L),M(CL)",  ,5(4),458.0,-,-,2,-,0.3,71.1,2,-,6.42
"Brayan CeballosFortaleza, 21, D(C)","243Brayan CeballosFortaleza, 21, D(C)",  ,5(1),439.0,1.3,0.5,0.8,0.2,2.8,0.7,0.2,-,6.42,"243Brayan CeballosFortaleza, 21, D(C)",  ,5(1),439.0,-,-,0.8,-,0.7,0.3,-,0.3,0.8,6.42,"243Brayan CeballosFortaleza, 21, D(C)",  ,5(1),439.0,-,-,27.3,75.6,-,1.5,-,6.42,"243Brayan CeballosFortaleza, 21, D(C)",  ,5(1),439.0,-,-,2,1,0.8,75.6,3,-,6.42
"HérculesFortaleza, 21, M(C)","244HérculesFortaleza, 21, M(C)",  ,4(3),334.0,1,0.3,0.4,-,0.1,1.1,-,-,6.42,"244HérculesFortaleza, 21, M(C)",  ,4(3),334.0,1,-,1.6,0.4,0.7,0.1,-,1,1.6,6.42,"244HérculesFortaleza, 21, M(C)",  ,4(3),334.0,-,0.4,20.6,85.4,-,1,-,6.42,"244HérculesFortaleza, 21, M(C)",  ,4(3),334.0,1,-,-,-,1.6,85.4,0.1,-,6.42
"Gabriel BaralhasAtletico GO, 23, DMC","245Gabriel BaralhasAtletico GO, 23, DMC",  ,9(1),725.0,1.7,1,1.5,0.1,1,1.7,0.2,-,6.42,"245Gabriel BaralhasAtletico GO, 23, DMC",  ,9(1),725.0,-,1,0.8,0.4,0.6,0.9,-,0.1,0.7,6.42,"245Gabriel BaralhasAtletico GO, 23, DMC",  ,9(1),725.0,1,0.4,41.5,90.6,0.1,2.2,-,6.42,"245Gabriel BaralhasAtletico GO, 23, DMC",  ,9(1),725.0,-,1,2,-,0.8,90.6,0.8,-,6.42
"Matheus SalesGoias, 27, M(C)","246Matheus SalesGoias, 27, M(C)",  ,7(2),613.0,1.3,0.4,0.9,-,1,0.3,1.3,-,6.42,"246Matheus SalesGoias, 27, M(C)",  ,7(2),613.0,-,-,0.7,0.2,0.6,0.8,-,0.3,0.4,6.42,"246Matheus SalesGoias, 27, M(C)",  ,7(2),613.0,-,0.2,19.3,82.8,-,0.2,-,6.42,"246Matheus SalesGoias, 27, M(C)",  ,7(2),613.0,-,-,3,-,0.7,82.8,0.6,-,6.42
"Daniel BorgesBotafogo RJ, 29, D(LR)","247Daniel BorgesBotafogo RJ, 29, D(LR)",  ,8(2),694.0,1.5,0.8,0.7,0.2,1,1,0.2,-,6.42,"247Daniel BorgesBotafogo RJ, 29, D(LR)",  ,8(2),694.0,-,1,0.5,1.2,0.7,0.3,0.1,0.3,1.7,6.42,"247Daniel BorgesBotafogo RJ, 29, D(LR)",  ,8(2),694.0,1,1.2,39.2,82.9,1.1,1.7,-,6.42,"247Daniel BorgesBotafogo RJ, 29, D(LR)",  ,8(2),694.0,-,1,1,1,0.5,82.9,0.5,-,6.42
"WandersonInternacional, 27, AM(LR),FW","248WandersonInternacional, 27, AM(LR),FW",  ,6,427.0,0.3,-,1,-,0.2,0.3,-,-,6.42,"248WandersonInternacional, 27, AM(LR),FW",  ,6,427.0,-,-,1.2,0.3,1.2,0.5,-,0.5,1.8,6.42,"248WandersonInternacional, 27, AM(LR),FW",  ,6,427.0,-,0.3,21.0,87.3,0.5,0.3,-,6.42,"248WandersonInternacional, 27, AM(LR),FW",  ,6,427.0,-,-,3,-,1.2,87.3,0.3,-,6.42
"Tomás CuelloAthletico Paranaense, 22, AM(L)","249Tomás CuelloAthletico Paranaense, 22, AM(L)",  ,7(2),519.0,1.2,0.8,0.8,-,0.1,1.1,0.1,-,6.41,"249Tomás CuelloAthletico Paranaense, 22, AM(L)",  ,7(2),519.0,-,-,1.9,0.6,1.1,1.6,0.2,0.8,1.4,6.41,"249Tomás CuelloAthletico Paranaense, 22, AM(L)",  ,7(2),519.0,-,0.6,16.9,75.7,0.3,0.7,-,6.41,"249Tomás CuelloAthletico Paranaense, 22, AM(L)",  ,7(2),519.0,-,-,1,-,1.9,75.7,0.2,-,6.41
"William PottkerAvai FC, 28, AM(LR),FW","250William PottkerAvai FC, 28, AM(LR),FW",  ,9(1),754.0,0.8,0.5,0.6,-,0.6,0.5,-,-,6.41,"250William PottkerAvai FC, 28, AM(LR),FW",  ,9(1),754.0,1,-,1.6,0.8,1.6,1.8,0.4,1.3,3.6,6.41,"250William PottkerAvai FC, 28, AM(LR),FW",  ,9(1),754.0,-,0.8,24.9,76.7,0.1,0.4,-,6.41,"250William PottkerAvai FC, 28, AM(LR),FW",  ,9(1),754.0,1,-,2,-,1.6,76.7,0.5,-,6.41
"AlessonCuiaba, 23, AM(R)","251AlessonCuiaba, 23, AM(R)",  ,4(4),381.0,1.3,0.1,1.3,-,0.1,0.6,-,-,6.41,"251AlessonCuiaba, 23, AM(R)",  ,4(4),381.0,1,-,1,0.6,0.9,0.4,-,1.1,1.3,6.41,"251AlessonCuiaba, 23, AM(R)",  ,4(4),381.0,-,0.6,10.3,78.0,0.3,0.1,-,6.41,"251AlessonCuiaba, 23, AM(R)",  ,4(4),381.0,1,-,2,-,1,78.0,0.5,-,6.41
"Douglas FriedrichAvai FC, 33, GK","252Douglas FriedrichAvai FC, 33, GK",  ,6,491.0,-,-,0.2,-,1.5,0.2,-,-,6.41,"252Douglas FriedrichAvai FC, 33, GK",  ,6,491.0,-,-,-,-,-,-,-,-,-,6.41,"252Douglas FriedrichAvai FC, 33, GK",  ,6,491.0,-,-,20.0,75.8,-,3.7,-,6.41,"252Douglas FriedrichAvai FC, 33, GK",  ,6,491.0,-,-,-,1,-,75.8,0.7,1,6.41
