Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"UendelCuiaba, 33, D(L)","152UendelCuiaba, 33, D(L)",  ,8,691.0,0.9,0.6,0.1,0.3,1.6,0.8,-,-,6.75,"152UendelCuiaba, 33, D(L)",  ,8,691.0,1,-,0.5,1.1,0.1,0.3,-,0.4,0.4,6.75,"152UendelCuiaba, 33, D(L)",  ,8,691.0,-,1.1,42.5,80.3,1,3.5,-,6.75,"152UendelCuiaba, 33, D(L)",  ,8,691.0,1,-,-,-,0.5,80.3,1,-,6.75
"Bruno PachecoCeara, 30, D(L)","153Bruno PachecoCeara, 30, D(L)",  ,8(1),704.0,1.6,0.8,1.6,0.1,0.9,1.2,0.2,-,6.74,"153Bruno PachecoCeara, 30, D(L)",  ,8(1),704.0,1,2,0.6,0.8,0.4,1.2,0.1,0.4,0.7,6.74,"153Bruno PachecoCeara, 30, D(L)",  ,8(1),704.0,2,0.8,36.3,79.8,0.4,1.4,-,6.74,"153Bruno PachecoCeara, 30, D(L)",  ,8(1),704.0,1,2,2,-,0.6,79.8,1.4,-,6.74
"HyoranRed Bull Bragantino, 29, M(CLR)","154HyoranRed Bull Bragantino, 29, M(CLR)",  ,3(2),255.0,1.6,-,1.6,-,0.4,0.2,0.2,-,6.74,"154HyoranRed Bull Bragantino, 29, M(CLR)",  ,3(2),255.0,2,1,3,0.8,0.2,0.4,-,-,1.8,6.74,"154HyoranRed Bull Bragantino, 29, M(CLR)",  ,3(2),255.0,1,0.8,12.4,59.7,0.4,0.8,-,6.74,"154HyoranRed Bull Bragantino, 29, M(CLR)",  ,3(2),255.0,2,1,1,-,3,59.7,0.2,1,6.74
"JádsonJuventude, 28, M(CR)","155JádsonJuventude, 28, M(CR)",  ,9,770.0,1.9,0.4,1.8,-,0.4,1,-,-,6.74,"155JádsonJuventude, 28, M(CR)",  ,9,770.0,1,-,0.6,1.4,1.6,1.4,0.1,0.8,1,6.74,"155JádsonJuventude, 28, M(CR)",  ,9,770.0,-,1.4,47.3,83.8,0.6,4.3,0.1,6.74,"155JádsonJuventude, 28, M(CR)",  ,9,770.0,1,-,3,-,0.6,83.8,0.1,-,6.74
"RafinhaSao Paulo, 36, D(CLR),M(R)","156RafinhaSao Paulo, 36, D(CLR),M(R)",  ,8(2),721.0,2.2,1.4,1.2,0.3,1,0.7,0.1,-,6.74,"156RafinhaSao Paulo, 36, D(CLR),M(R)",  ,8(2),721.0,-,1,0.1,0.5,0.1,0.9,-,-,0.5,6.74,"156RafinhaSao Paulo, 36, D(CLR),M(R)",  ,8(2),721.0,1,0.5,51.2,90.0,0.3,4.3,0.1,6.74,"156RafinhaSao Paulo, 36, D(CLR),M(R)",  ,8(2),721.0,-,1,2,-,0.1,90.0,0.4,-,6.74
"Victor SáBotafogo RJ, 28, AM(CLR)","157Victor SáBotafogo RJ, 28, AM(CLR)",  ,6,510.0,0.8,0.8,0.8,-,0.5,1.5,-,-,6.73,"157Victor SáBotafogo RJ, 28, AM(CLR)",  ,6,510.0,-,-,1,2,2.7,0.8,0.3,2,2.5,6.73,"157Victor SáBotafogo RJ, 28, AM(CLR)",  ,6,510.0,-,2,26.8,81.4,0.2,0.8,0.2,6.73,"157Victor SáBotafogo RJ, 28, AM(CLR)",  ,6,510.0,-,-,1,-,1,81.4,0.3,-,6.73
"MessiasCeara, 27, D(C)","158MessiasCeara, 27, D(C)",  ,9,810.0,0.3,0.6,1.1,0.8,2.9,0.2,0.9,-,6.73,"158MessiasCeara, 27, D(C)",  ,9,810.0,-,-,0.8,0.1,0.1,0.7,-,-,0.1,6.73,"158MessiasCeara, 27, D(C)",  ,9,810.0,-,0.1,39.8,77.4,-,2.7,-,6.73,"158MessiasCeara, 27, D(C)",  ,9,810.0,-,-,1,-,0.8,77.4,4.3,-,6.73
"HaynerAtletico GO, 26, D(R)","159HaynerAtletico GO, 26, D(R)",  ,6(1),465.0,0.4,0.6,1,-,1,0.4,-,-,6.73,"159HaynerAtletico GO, 26, D(R)",  ,6(1),465.0,-,2,1,1.6,1.4,1.7,0.4,0.3,0.7,6.73,"159HaynerAtletico GO, 26, D(R)",  ,6(1),465.0,2,1.6,26.7,82.9,1.3,0.7,-,6.73,"159HaynerAtletico GO, 26, D(R)",  ,6(1),465.0,-,2,3,-,1,82.9,0.7,-,6.73
"Renato AugustoCorinthians, 34, M(CLR),FW","160Renato AugustoCorinthians, 34, M(CLR),FW",  ,7,501.0,1.4,1.1,1.1,0.1,0.6,1,-,-,6.73,"160Renato AugustoCorinthians, 34, M(CLR),FW",  ,7,501.0,-,-,1.7,1,0.7,1.1,0.1,0.1,2.7,6.73,"160Renato AugustoCorinthians, 34, M(CLR),FW",  ,7,501.0,-,1,47.9,86.6,0.4,2.4,-,6.73,"160Renato AugustoCorinthians, 34, M(CLR),FW",  ,7,501.0,-,-,-,-,1.7,86.6,0.7,1,6.73
"Lucas BarbosaSantos FC, 21, Midfielder","161Lucas BarbosaSantos FC, 21, Midfielder",  ,1(5),171.0,1.7,1,1.3,-,0.2,1.3,-,-,6.73,"161Lucas BarbosaSantos FC, 21, Midfielder",  ,1(5),171.0,1,1,0.3,0.8,0.2,1,-,0.5,0.7,6.73,"161Lucas BarbosaSantos FC, 21, Midfielder",  ,1(5),171.0,1,0.8,9.5,75.4,0.2,0.8,-,6.73,"161Lucas BarbosaSantos FC, 21, Midfielder",  ,1(5),171.0,1,1,1,-,0.3,75.4,0.5,-,6.73
"NikãoSao Paulo, 30, AM(CLR),FW","162NikãoSao Paulo, 30, AM(CLR),FW",  ,2(3),214.0,0.2,0.2,0.2,-,-,0.6,-,-,6.72,"162NikãoSao Paulo, 30, AM(CLR),FW",  ,2(3),214.0,1,-,1.2,0.8,1.2,1.2,0.4,-,0.6,6.72,"162NikãoSao Paulo, 30, AM(CLR),FW",  ,2(3),214.0,-,0.8,25.6,86.7,0.6,2.4,-,6.72,"162NikãoSao Paulo, 30, AM(CLR),FW",  ,2(3),214.0,1,-,-,-,1.2,86.7,-,-,6.72
"ManoelFluminense, 32, D(C)","163ManoelFluminense, 32, D(C)",  ,10,815.0,0.7,0.8,1,0.3,2.7,0.4,0.7,-,6.72,"163ManoelFluminense, 32, D(C)",  ,10,815.0,1,1,0.7,0.3,0.1,1.1,-,0.2,0.8,6.72,"163ManoelFluminense, 32, D(C)",  ,10,815.0,1,0.3,50.2,91.2,-,4.7,-,6.72,"163ManoelFluminense, 32, D(C)",  ,10,815.0,1,1,2,-,0.7,91.2,1.4,-,6.72
"ValdíviaCuiaba, 27, AM(CLR),FW","164ValdíviaCuiaba, 27, AM(CLR),FW",  ,6(4),568.0,1,0.2,0.6,-,0.1,0.3,0.1,-,6.72,"164ValdíviaCuiaba, 27, AM(CLR),FW",  ,6(4),568.0,1,-,1.4,1.3,1.7,0.8,-,0.6,1.1,6.72,"164ValdíviaCuiaba, 27, AM(CLR),FW",  ,6(4),568.0,-,1.3,17.0,83.5,0.7,0.4,-,6.72,"164ValdíviaCuiaba, 27, AM(CLR),FW",  ,6(4),568.0,1,-,1,1,1.4,83.5,0.8,1,6.72
"Júnior AlonsoAtletico MG, 29, D(CL)","165Júnior AlonsoAtletico MG, 29, D(CL)",  ,10,844.0,0.9,1,0.4,0.4,1.5,0.5,0.4,-,6.72,"165Júnior AlonsoAtletico MG, 29, D(CL)",  ,10,844.0,-,1,0.6,0.4,0.3,0.2,-,0.2,0.2,6.72,"165Júnior AlonsoAtletico MG, 29, D(CL)",  ,10,844.0,1,0.4,69.7,87.9,-,4.2,-,6.72,"165Júnior AlonsoAtletico MG, 29, D(CL)",  ,10,844.0,-,1,1,-,0.6,87.9,3.4,-,6.72
"Lucas PitonCorinthians, 21, D(L),M(L)","166Lucas PitonCorinthians, 21, D(L),M(L)",  ,5(5),502.0,1.4,0.5,1.6,0.2,0.5,0.3,-,-,6.72,"166Lucas PitonCorinthians, 21, D(L),M(L)",  ,5(5),502.0,-,2,0.3,0.9,0.6,0.2,-,0.5,0.8,6.72,"166Lucas PitonCorinthians, 21, D(L),M(L)",  ,5(5),502.0,2,0.9,26.4,81.1,1.2,1,-,6.72,"166Lucas PitonCorinthians, 21, D(L),M(L)",  ,5(5),502.0,-,2,-,-,0.3,81.1,0.7,-,6.72
"Nino ParaíbaCeara, 36, D(R),M(R)","167Nino ParaíbaCeara, 36, D(R),M(R)",  ,7(4),699.0,1.4,0.9,1.2,0.3,0.7,0.2,0.2,-,6.72,"167Nino ParaíbaCeara, 36, D(R),M(R)",  ,7(4),699.0,1,-,0.6,1.5,0.8,0.8,-,0.5,1.5,6.72,"167Nino ParaíbaCeara, 36, D(R),M(R)",  ,7(4),699.0,-,1.5,27.1,73.8,1.5,1.8,-,6.72,"167Nino ParaíbaCeara, 36, D(R),M(R)",  ,7(4),699.0,1,-,2,-,0.6,73.8,1.1,-,6.72
"Gustavo MantuanCorinthians, 21, M(R)","168Gustavo MantuanCorinthians, 21, M(R)",  ,3(3),268.0,1.5,0.3,0.7,-,-,0.7,0.2,-,6.72,"168Gustavo MantuanCorinthians, 21, M(R)",  ,3(3),268.0,1,-,1.7,0.5,1.2,0.5,0.3,0.8,1.5,6.72,"168Gustavo MantuanCorinthians, 21, M(R)",  ,3(3),268.0,-,0.5,21.7,80.8,0.3,0.3,-,6.72,"168Gustavo MantuanCorinthians, 21, M(R)",  ,3(3),268.0,1,-,-,-,1.7,80.8,0.7,-,6.72
"Hugo MouraAthletico Paranaense, 24, DMC","169Hugo MouraAthletico Paranaense, 24, DMC",  ,8,676.0,2,1.9,1.6,-,0.8,1.8,0.1,-,6.71,"169Hugo MouraAthletico Paranaense, 24, DMC",  ,8,676.0,1,-,0.6,0.5,0.6,1.3,-,0.5,0.6,6.71,"169Hugo MouraAthletico Paranaense, 24, DMC",  ,8,676.0,-,0.5,39.8,83.0,0.1,2.5,-,6.71,"169Hugo MouraAthletico Paranaense, 24, DMC",  ,8,676.0,1,-,4,1,0.6,83.0,1,-,6.71
"KhellvenAthletico Paranaense, 21, D(R)","170KhellvenAthletico Paranaense, 21, D(R)",  ,6(2),562.0,1.5,1.6,1.5,-,1,0.4,0.5,-,6.71,"170KhellvenAthletico Paranaense, 21, D(R)",  ,6(2),562.0,-,1,0.3,1.1,0.3,0.8,-,0.3,1.4,6.71,"170KhellvenAthletico Paranaense, 21, D(R)",  ,6(2),562.0,1,1.1,28.8,80.0,1.1,2,-,6.71,"170KhellvenAthletico Paranaense, 21, D(R)",  ,6(2),562.0,-,1,1,-,0.3,80.0,0.4,-,6.71
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JandreiSao Paulo, 29, GK","171JandreiSao Paulo, 29, GK",  ,8,659.0,-,-,-,-,1.4,-,-,-,6.71,"171JandreiSao Paulo, 29, GK",  ,8,659.0,-,-,-,-,-,0.3,-,-,-,6.71,"171JandreiSao Paulo, 29, GK",  ,8,659.0,-,-,27.6,70.1,-,6,-,6.71,"171JandreiSao Paulo, 29, GK",  ,8,659.0,-,-,-,-,-,70.1,0.5,-,6.71
"MarllonCuiaba, 30, D(C)","172MarllonCuiaba, 30, D(C)",  ,10,900.0,1.1,0.9,0.7,0.4,3.6,0.4,0.8,-,6.71,"172MarllonCuiaba, 30, D(C)",  ,10,900.0,-,-,0.7,-,0.2,0.5,-,-,0.2,6.71,"172MarllonCuiaba, 30, D(C)",  ,10,900.0,-,-,46.3,85.7,-,2.4,-,6.71,"172MarllonCuiaba, 30, D(C)",  ,10,900.0,-,-,-,-,0.7,85.7,2.2,-,6.71
"Paulo HenriqueJuventude, 26, D(R),M(R)","173Paulo HenriqueJuventude, 26, D(R),M(R)",  ,4(4),382.0,2,0.3,1.3,-,0.1,0.9,-,-,6.7,"173Paulo HenriqueJuventude, 26, D(R),M(R)",  ,4(4),382.0,-,-,0.8,0.9,2,0.5,0.3,0.8,1.4,6.7,"173Paulo HenriqueJuventude, 26, D(R),M(R)",  ,4(4),382.0,-,0.9,11.9,64.2,1,0.5,-,6.7,"173Paulo HenriqueJuventude, 26, D(R),M(R)",  ,4(4),382.0,-,-,1,-,0.8,64.2,0.9,-,6.7
"Pedro HenriqueInternacional, 32, AM(LR),FW","174Pedro HenriqueInternacional, 32, AM(LR),FW",  ,3(7),386.0,0.6,0.2,1,0.1,0.1,0.3,-,-,6.7,"174Pedro HenriqueInternacional, 32, AM(LR),FW",  ,3(7),386.0,3,1,1.7,0.6,0.9,1.2,0.3,1.1,0.9,6.7,"174Pedro HenriqueInternacional, 32, AM(LR),FW",  ,3(7),386.0,1,0.6,12.2,73.8,0.1,0.6,-,6.7,"174Pedro HenriqueInternacional, 32, AM(LR),FW",  ,3(7),386.0,3,1,1,-,1.7,73.8,0.7,-,6.7
"EversonAtletico MG, 32, GK","175EversonAtletico MG, 32, GK",  ,11,990.0,-,-,-,-,0.6,0.1,-,-,6.7,"175EversonAtletico MG, 32, GK",  ,11,990.0,-,-,-,0.1,-,0.1,-,-,-,6.7,"175EversonAtletico MG, 32, GK",  ,11,990.0,-,0.1,28.3,79.1,-,4.4,-,6.7,"175EversonAtletico MG, 32, GK",  ,11,990.0,-,-,2,-,-,79.1,0.1,1,6.7
"Ramon MenezesAtletico GO, 27, D(C),DMC","176Ramon MenezesAtletico GO, 27, D(C),DMC",  ,7,630.0,0.6,1.1,0.6,-,3.6,0.1,0.1,-,6.7,"176Ramon MenezesAtletico GO, 27, D(C),DMC",  ,7,630.0,-,-,0.3,0.1,-,-,-,-,-,6.7,"176Ramon MenezesAtletico GO, 27, D(C),DMC",  ,7,630.0,-,0.1,55.4,91.8,-,4.3,-,6.7,"176Ramon MenezesAtletico GO, 27, D(C),DMC",  ,7,630.0,-,-,1,-,0.3,91.8,3.7,-,6.7
"MoisésFortaleza, 25, AM(L),FW","177MoisésFortaleza, 25, AM(L),FW",  ,10(1),805.0,0.5,0.2,0.2,-,0.2,0.9,0.1,-,6.7,"177MoisésFortaleza, 25, AM(L),FW",  ,10(1),805.0,-,1,2,1.6,2.3,0.8,0.3,1.4,1.9,6.7,"177MoisésFortaleza, 25, AM(L),FW",  ,10(1),805.0,1,1.6,19.9,74.9,0.3,1.4,0.1,6.7,"177MoisésFortaleza, 25, AM(L),FW",  ,10(1),805.0,-,1,-,-,2,74.9,0.7,-,6.7
"VladimirAvai FC, 33, GK","178VladimirAvai FC, 33, GK",  ,6,540.0,0.2,-,-,-,0.7,-,-,-,6.7,"178VladimirAvai FC, 33, GK",  ,6,540.0,-,-,-,-,-,0.3,-,-,-,6.7,"178VladimirAvai FC, 33, GK",  ,6,540.0,-,-,21.7,71.5,-,4.5,-,6.7,"178VladimirAvai FC, 33, GK",  ,6,540.0,-,-,1,-,-,71.5,0.2,-,6.7
"Matías ZarachoAtletico MG, 24, M(CR)","179Matías ZarachoAtletico MG, 24, M(CR)",  ,4(1),331.0,1.4,1.2,1.6,-,0.6,1.2,-,-,6.7,"179Matías ZarachoAtletico MG, 24, M(CR)",  ,4(1),331.0,-,1,0.6,0.8,1.2,1.2,-,1.4,1.6,6.7,"179Matías ZarachoAtletico MG, 24, M(CR)",  ,4(1),331.0,1,0.8,27.2,85.3,0.4,0.6,-,6.7,"179Matías ZarachoAtletico MG, 24, M(CR)",  ,4(1),331.0,-,1,-,-,0.6,85.3,0.6,-,6.7
"Bruno CortezAvai FC, 35, D(L)","181Bruno CortezAvai FC, 35, D(L)",  ,11,990.0,1.9,0.4,0.7,0.2,1.7,0.8,0.2,-,6.69,"181Bruno CortezAvai FC, 35, D(L)",  ,11,990.0,-,-,0.5,0.6,1.8,1.2,-,1.2,1.8,6.69,"181Bruno CortezAvai FC, 35, D(L)",  ,11,990.0,-,0.6,43.8,84.2,0.4,1.7,-,6.69,"181Bruno CortezAvai FC, 35, D(L)",  ,11,990.0,-,-,5,-,0.5,84.2,0.5,-,6.69
"Vinícius ZanoceloSantos FC, 21, DMC","182Vinícius ZanoceloSantos FC, 21, DMC",  ,11,808.0,1.1,0.6,2.1,-,1,1.5,0.4,-,6.69,"182Vinícius ZanoceloSantos FC, 21, DMC",  ,11,808.0,3,-,2,0.9,0.4,0.2,-,0.5,0.8,6.69,"182Vinícius ZanoceloSantos FC, 21, DMC",  ,11,808.0,-,0.9,30.1,83.1,0.1,1.8,-,6.69,"182Vinícius ZanoceloSantos FC, 21, DMC",  ,11,808.0,3,-,6,-,2,83.1,0.6,1,6.69
"RéverAtletico MG, 37, D(C)","183RéverAtletico MG, 37, D(C)",  ,4(1),361.0,0.8,1.2,0.6,-,1.8,0.6,0.4,-,6.69,"183RéverAtletico MG, 37, D(C)",  ,4(1),361.0,1,-,0.2,0.4,0.4,0.4,-,0.2,0.4,6.69,"183RéverAtletico MG, 37, D(C)",  ,4(1),361.0,-,0.4,67.8,87.6,-,1.6,-,6.69,"183RéverAtletico MG, 37, D(C)",  ,4(1),361.0,1,-,1,-,0.2,87.6,2.2,-,6.69
"ChicoJuventude, 31, AM(CLR)","184ChicoJuventude, 31, AM(CLR)",  ,8(1),633.0,2.2,0.6,1.4,-,0.1,0.6,0.1,-,6.69,"184ChicoJuventude, 31, AM(CLR)",  ,8(1),633.0,-,1,0.8,1.3,0.7,2,0.2,1,1.4,6.69,"184ChicoJuventude, 31, AM(CLR)",  ,8(1),633.0,1,1.3,30.4,75.2,1.3,1.4,-,6.69,"184ChicoJuventude, 31, AM(CLR)",  ,8(1),633.0,-,1,1,-,0.8,75.2,0.6,-,6.69
"PatricAmerica MG, 33, D(LR),M(R)","185PatricAmerica MG, 33, D(LR),M(R)",  ,7(3),619.0,1.8,0.8,1.1,0.5,1.4,0.7,0.3,-,6.69,"185PatricAmerica MG, 33, D(LR),M(R)",  ,7(3),619.0,-,-,0.7,1.5,0.4,0.9,0.2,1,1.1,6.69,"185PatricAmerica MG, 33, D(LR),M(R)",  ,7(3),619.0,-,1.5,27.2,77.2,1.7,1.3,-,6.69,"185PatricAmerica MG, 33, D(LR),M(R)",  ,7(3),619.0,-,-,2,-,0.7,77.2,0.5,-,6.69
"CésarJuventude, 27, GK","186CésarJuventude, 27, GK",  ,9,810.0,-,-,-,-,1.8,-,-,-,6.69,"186CésarJuventude, 27, GK",  ,9,810.0,-,-,-,-,-,0.3,-,-,-,6.69,"186CésarJuventude, 27, GK",  ,9,810.0,-,-,22.3,72.6,-,2.8,-,6.69,"186CésarJuventude, 27, GK",  ,9,810.0,-,-,-,-,-,72.6,0.6,-,6.69
"João CardosoInternacional, 20, DMC","187João CardosoInternacional, 20, DMC",  ,2(5),297.0,1.6,1.1,1,-,0.9,1.4,-,-,6.68,"187João CardosoInternacional, 20, DMC",  ,2(5),297.0,-,2,0.9,1.1,1.1,0.4,-,0.4,1.1,6.68,"187João CardosoInternacional, 20, DMC",  ,2(5),297.0,2,1.1,20.6,86.1,-,0.6,-,6.68,"187João CardosoInternacional, 20, DMC",  ,2(5),297.0,-,2,1,-,0.9,86.1,0.6,-,6.68
"Eduardo BiasiAvai FC, 25, M(C)","188Eduardo BiasiAvai FC, 25, M(C)",  ,9(1),714.0,1.8,0.2,2,-,0.3,1,0.2,-,6.68,"188Eduardo BiasiAvai FC, 25, M(C)",  ,9(1),714.0,1,1,1.5,1.2,0.7,1.3,0.1,0.9,1.8,6.68,"188Eduardo BiasiAvai FC, 25, M(C)",  ,9(1),714.0,1,1.2,28.4,85.9,0.2,1.5,0.3,6.68,"188Eduardo BiasiAvai FC, 25, M(C)",  ,9(1),714.0,1,1,1,-,1.5,85.9,0.7,-,6.68
"RaúlRed Bull Bragantino, 26, D(R),DMC","189RaúlRed Bull Bragantino, 26, D(R),DMC",  ,7(1),552.0,1.6,0.9,1,-,1,0.6,0.3,-,6.68,"189RaúlRed Bull Bragantino, 26, D(R),DMC",  ,7(1),552.0,-,-,0.5,0.5,0.6,1.5,-,0.8,0.5,6.68,"189RaúlRed Bull Bragantino, 26, D(R),DMC",  ,7(1),552.0,-,0.5,44.1,83.3,-,5,0.1,6.68,"189RaúlRed Bull Bragantino, 26, D(R),DMC",  ,7(1),552.0,-,-,-,-,0.5,83.3,0.6,-,6.68
"Rodrigo SoaresJuventude, 29, D(R),M(R)","191Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,10,860.0,1.3,0.6,1.3,0.1,1.6,0.8,0.1,-,6.67,"191Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,10,860.0,-,1,0.3,1.2,1.2,0.1,-,0.3,1.3,6.67,"191Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,10,860.0,1,1.2,45.8,84.3,1.3,3.6,-,6.67,"191Rodrigo SoaresJuventude, 29, D(R),M(R)",  ,10,860.0,-,1,1,-,0.3,84.3,0.3,-,6.67
"FelipeFortaleza, 28, DMC","192FelipeFortaleza, 28, DMC",  ,7,535.0,0.9,0.7,1,-,1.3,0.4,-,-,6.67,"192FelipeFortaleza, 28, DMC",  ,7,535.0,-,1,0.6,1.3,0.7,0.6,-,0.9,0.7,6.67,"192FelipeFortaleza, 28, DMC",  ,7,535.0,1,1.3,45.6,86.8,-,3.9,0.1,6.67,"192FelipeFortaleza, 28, DMC",  ,7,535.0,-,1,-,1,0.6,86.8,1.3,1,6.67
"WevertonPalmeiras, 34, GK","193WevertonPalmeiras, 34, GK",  ,10,900.0,-,-,-,-,0.7,-,-,-,6.67,"193WevertonPalmeiras, 34, GK",  ,10,900.0,-,-,-,-,-,0.1,-,-,0.1,6.67,"193WevertonPalmeiras, 34, GK",  ,10,900.0,-,-,24.4,72.1,-,4.9,-,6.67,"193WevertonPalmeiras, 34, GK",  ,10,900.0,-,-,-,-,-,72.1,0.4,-,6.67
"Matheus AlexandreCoritiba, 23, D(R)","194Matheus AlexandreCoritiba, 23, D(R)",  ,9(1),734.0,1.7,1.9,0.9,0.3,0.9,0.7,0.3,-,6.67,"194Matheus AlexandreCoritiba, 23, D(R)",  ,9(1),734.0,-,-,-,0.2,0.5,0.2,-,0.2,1,6.67,"194Matheus AlexandreCoritiba, 23, D(R)",  ,9(1),734.0,-,0.2,28.4,88.7,0.7,0.9,-,6.67,"194Matheus AlexandreCoritiba, 23, D(R)",  ,9(1),734.0,-,-,2,-,-,88.7,0.7,-,6.67
"MiguelRed Bull Bragantino, 19, AM(C)","195MiguelRed Bull Bragantino, 19, AM(C)",  ,3(3),257.0,1,0.2,0.3,-,0.2,0.5,-,-,6.66,"195MiguelRed Bull Bragantino, 19, AM(C)",  ,3(3),257.0,-,1,0.8,1.7,0.3,1.5,-,0.3,0.8,6.66,"195MiguelRed Bull Bragantino, 19, AM(C)",  ,3(3),257.0,1,1.7,11.3,66.2,1,0.3,-,6.66,"195MiguelRed Bull Bragantino, 19, AM(C)",  ,3(3),257.0,-,1,-,-,0.8,66.2,0.2,-,6.66
"Matheus FelipeAthletico Paranaense, 23, D(C)","196Matheus FelipeAthletico Paranaense, 23, D(C)",  ,5(1),461.0,0.8,0.8,0.3,0.3,4.3,0.2,0.7,-,6.66,"196Matheus FelipeAthletico Paranaense, 23, D(C)",  ,5(1),461.0,-,-,0.2,0.2,-,-,-,-,0.3,6.66,"196Matheus FelipeAthletico Paranaense, 23, D(C)",  ,5(1),461.0,-,0.2,25.8,82.6,-,1.3,-,6.66,"196Matheus FelipeAthletico Paranaense, 23, D(C)",  ,5(1),461.0,-,-,1,-,0.2,82.6,1.2,-,6.66
"AllanAtletico MG, 25, DMC","197AllanAtletico MG, 25, DMC",  ,9(1),781.0,1.4,0.6,1.7,0.1,1,1.1,0.3,-,6.66,"197AllanAtletico MG, 25, DMC",  ,9(1),781.0,-,-,1.1,0.7,0.7,1.1,-,0.4,1.1,6.66,"197AllanAtletico MG, 25, DMC",  ,9(1),781.0,-,0.7,61.1,88.4,-,6,-,6.66,"197AllanAtletico MG, 25, DMC",  ,9(1),781.0,-,-,3,-,1.1,88.4,0.5,-,6.66
"Thalisson KelvenJuventude, 24, D(C)","198Thalisson KelvenJuventude, 24, D(C)",  ,5(2),488.0,0.7,1,0.9,0.4,4.4,0.4,1.3,1,6.66,"198Thalisson KelvenJuventude, 24, D(C)",  ,5(2),488.0,-,-,0.3,0.3,-,0.3,-,-,0.3,6.66,"198Thalisson KelvenJuventude, 24, D(C)",  ,5(2),488.0,-,0.3,36.6,89.8,-,3.3,-,6.66,"198Thalisson KelvenJuventude, 24, D(C)",  ,5(2),488.0,-,-,1,-,0.3,89.8,1.4,-,6.66
"FábioFluminense, 41, GK","199FábioFluminense, 41, GK",  ,11,990.0,0.1,-,-,-,1.2,-,-,-,6.66,"199FábioFluminense, 41, GK",  ,11,990.0,-,-,-,-,-,0.2,-,-,-,6.66,"199FábioFluminense, 41, GK",  ,11,990.0,-,-,19.3,75.5,-,1.9,-,6.66,"199FábioFluminense, 41, GK",  ,11,990.0,-,-,1,-,-,75.5,0.5,-,6.66
"HenriqueCoritiba, 35, D(CR)","200HenriqueCoritiba, 35, D(CR)",  ,10,900.0,1.1,0.6,1,0.8,3.9,0.5,1.3,-,6.66,"200HenriqueCoritiba, 35, D(CR)",  ,10,900.0,-,-,0.8,0.2,-,0.3,0.1,-,0.5,6.66,"200HenriqueCoritiba, 35, D(CR)",  ,10,900.0,-,0.2,46.7,89.9,0.1,4.1,-,6.66,"200HenriqueCoritiba, 35, D(CR)",  ,10,900.0,-,-,3,-,0.8,89.9,1.2,-,6.66
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"João LucasCuiaba, 24, D(R)","201João LucasCuiaba, 24, D(R)",  ,9(1),775.0,2.6,1.5,1,0.1,2.8,0.5,0.1,-,6.66,"201João LucasCuiaba, 24, D(R)",  ,9(1),775.0,-,-,0.4,0.7,0.3,0.9,-,0.6,1,6.66,"201João LucasCuiaba, 24, D(R)",  ,9(1),775.0,-,0.7,28.1,75.1,0.7,2,-,6.66,"201João LucasCuiaba, 24, D(R)",  ,9(1),775.0,-,-,2,1,0.4,75.1,0.6,-,6.66
"Diego CostaSao Paulo, 23, D(C)","202Diego CostaSao Paulo, 23, D(C)",  ,7(2),706.0,1.7,0.9,1.4,0.2,2.3,0.6,0.7,-,6.65,"202Diego CostaSao Paulo, 23, D(C)",  ,7(2),706.0,-,-,0.4,0.4,0.2,0.3,-,-,0.4,6.65,"202Diego CostaSao Paulo, 23, D(C)",  ,7(2),706.0,-,0.4,45.7,85.2,0.2,3.4,-,6.65,"202Diego CostaSao Paulo, 23, D(C)",  ,7(2),706.0,-,-,1,-,0.4,85.2,2.6,-,6.65
"Thiago MaiaFlamengo, 25, DMC","203Thiago MaiaFlamengo, 25, DMC",  ,6(4),599.0,1.4,1.1,1.6,0.2,0.6,0.9,0.3,-,6.65,"203Thiago MaiaFlamengo, 25, DMC",  ,6(4),599.0,-,-,0.2,0.6,0.5,0.1,-,0.1,0.9,6.65,"203Thiago MaiaFlamengo, 25, DMC",  ,6(4),599.0,-,0.6,43.1,88.9,0.2,1.8,0.1,6.65,"203Thiago MaiaFlamengo, 25, DMC",  ,6(4),599.0,-,-,3,-,0.2,88.9,0.7,-,6.65
